V for Vendetta,2005,James McTeigue,Natalie Portman,Hugo Weaving,Stephen Rea,Stephen Fry,John Hurt
Vertigo,1958,Alfred Hitchcock,James Stewart,Kim Novak,Barbara Bel Geddes,Tom Helmore,Henry Jones
WALL·E,2008,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,MacInTalk
War of the Worlds,2005,Steven Spielberg,Tom Cruise,Dakota Fanning,Miranda Otto,Justin Chatwin,Tim Robbins
Warrior,2011,Gavin O'Connor,Joel Edgerton,Tom Hardy,Nick Nolte,Jennifer Morrison,Frank Grillo
Wedding Crashers,2005,David Dobkin,Owen Wilson,Vince Vaughn,Christopher Walken,Rachel McAdams,Isla Fisher
What Lies Beneath,2000,Robert Zemeckis,Michelle Pfeiffer,Katharine Towne,Miranda Otto,James Remar,Harrison Ford
What Women Want,2000,Nancy Meyers,Mel Gibson,Helen Hunt,Marisa Tomei,Alan Alda,Ashley Johnson
Who Framed Roger Rabbit,1988,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,Stubby Kaye
Who's Afraid of Virginia Woolf?,1966,Mike Nichols,Elizabeth Taylor,Richard Burton,George Segal,Sandy Dennis,Warner Bros.
Wild Hogs,2007,Walt Becker,Tim Allen,John Travolta,Martin Lawrence,William H. Macy,Ray Liotta
Wild Strawberries,1957,Ingmar Bergman,Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,Jullan Kindahl
Witness for the Prosecution,1957,Billy Wilder,Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,John Williams
World War Z,2013,Marc Forster,Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale,Ludi Boeken
Wreck-It Ralph,2012,Rich Moore,John C. Reilly,Sarah Silverman,Jack McBrayer,Jane Lynch,Alan Tudyk
X-Men,2000,Bryan Singer,Hugh Jackman,Patrick Stewart,Ian McKellen,Famke Janssen,James Marsden
X-Men Origins: Wolverine,2009,Gavin Hood,Hugh Jackman,Liev Schreiber,Danny Huston,Will i Am,Lynn Collins
X-Men: The Last Stand,2006,Brett Ratner,Hugh Jackman,Halle Berry,Ian McKellen,Patrick Stewart,Famke Janssen
X2,2003,Bryan Singer,Patrick Stewart,Hugh Jackman,Ian McKellen,Halle Berry,Famke Janssen
Yojimbo,1961,Akira Kurosawa,Toshirô Mifune,Tatsuya Nakadai,Yôko Tsukasa,Isuzu Yamada,Daisuke Katô
